mpid	log($PF_p$)	$\Delta{\bar N_{\rm{U}}}$	${\bar N_{\rm{U}}}$	${\bar N_{{\rm{pU}}}}$	${L_0}$	${L_2}$	$SG$	$\bar N$	${E_{\rm{g}}}$	${\bar T_{\rm{M}}}$	 $\bar N_{{\rm{pU}}}$	${\chi ^{\max }}$	${\chi _{{\rm{range}}}}$
mp-8986	-3.046727048	2.234693878	2.785714286	1.642857143	5	0.524890659	60	18.78571429	0.4211	837.2357143	0.544303797	3.98	3.09
mp-759870	-2.559092019	0.666666667	2	2	3	0.577350269	61	33.33333333	2.9046	217.5666667	0.285714286	3.98	1.96
mp-4575	-3.510051359	0.8	2	2	3	0.663324958	61	13.6	2.9034	459.76	0.411764706	3.44	2.13
mp-7656	-4.004395514	0.8	1.8	1.3	3	0.64807407	61	11.8	2.2018	237.646	0.404761905	3.44	2.51
mp-657338	-2.920821287	0.8	2	2	3	0.663324958	61	10	4.3815	554.88	0.583333333	3.44	2.13
mp-557154	-3.173929734	1.25	2.5	2.25	3	0.612372436	61	14.5	2.7914	195.845	0.346153846	3.44	2.51
mp-13998	-3.821043186	0.8	1.8	1.3	3	0.64807407	61	10	2.4192	300.702	0.53125	3.44	2.51
mp-4066	-3.473669771	1.25	2.5	2.25	3	0.612372436	61	16.5	3.0515	187.26	0.346153846	3.44	2.62
mp-505121	-2.459671401	0.790123457	1.111111111	0.888888889	3	0.598351645	61	36.22222222	1.3273	333.1266667	0.153846154	2.58	1.65
mp-769368	-2.375718626	0.75	1.75	1.25	3	0.637377439	61	27.75	2.0456	239.915	0.388888889	3.44	2.62
mp-5525	-3.242609286	1.25	2.5	2.25	3	0.612372436	61	12	4.0037	344.9	0.5625	3.44	2.62
mp-558432	-3.463450394	0.5625	1.75	1.375	4	0.530330086	61	12	3.2872	289.52875	0.59375	3.44	2.51
mp-735022	-3.600338391	0.693877551	1.714285714	1.571428571	4	0.622699849	61	12.28571429	5.2009	228.6442857	0.59375	3.44	2.49
mp-568545	-3.508648113	0.888888889	1	1	3	0.598351645	61	42.33333333	1.379	463.5588889	0.19266055	2.66	0.97
mp-573635	-2.59006806	1.234567901	2.222222222	2.222222222	3	0.638284739	61	42.22222222	1.3946	592.1666667	0.2	2.55	1.66
mp-28217	-2.485453177	1.222222222	3.166666667	3.166666667	3	0.623609564	61	37.5	2.2405	439.3966667	0.220779221	2.58	0.96
mp-2125	-2.361511442	0	2	2	2	0.745355992	61	22.66666667	2.237	277.42	0.428571429	3.44	1.34
mp-776890	-3.417944595	0.444444444	1.333333333	0.666666667	2	0.745355992	61	27.33333333	0.9377	226.5733333	0.5	3.44	2.62
mp-29397	-1.920819007	0.888888889	2.666666667	2	3	0.577350269	61	48	0.3352	1483.686667	0.136363636	2.28	0.38
mp-769262	-3.950809121	1.36	2.2	0.8	3	0.64807407	61	16.6	2.2966	370.085	0.5	3.44	2.62
mp-14680	-2.51145027	1.234567901	2.222222222	2.222222222	3	0.638284739	61	24.22222222	2.5154	516.4022222	0.366666667	2.58	1.63
mp-22841	-2.603801874	1.234567901	2.222222222	2.222222222	3	0.638284739	61	32.22222222	1.9867	533.4777778	0.366666667	2.58	1.69
mp-619034	-3.16178519	0.8	2	2	3	0.663324958	61	13.6	3.3918	508.816	0.411764706	3.44	1.79
mp-583345	-3.316959269	0.99408284	2.923076923	2.923076923	3	0.666173388	61	38.30769231	2.168	353.6961538	0.204081633	3.44	1.43
mp-541431	-3.209016444	0.88	1.6	1.4	4	0.583095189	61	9.6	4.6543	421.902	0.55	3.44	2.44
mp-720296	-3.494859522	1.153119093	2.347826087	2.043478261	4	0.568552036	61	6.52173913	4.6917	587.4543478	0.556818182	3.44	2.51
mp-559109	-2.987165727	0.5625	2.375	2.125	4	0.661437828	61	27.875	3.3478	474.975	0.287356322	3.44	2.2
mp-7652	-4.073693574	0.8	1.8	1.3	3	0.64807407	61	16.8	1.1596	265.055	0.303571429	3.44	2.51
mp-29097	-3.498950328	0.5625	0.75	0.75	3	0.637377439	61	54	1.9357	311.1025	0.148148148	2.96	0.96
mp-706489	-3.638285382	1.25	2.5	2.25	4	0.58630197	61	6.75	5.1261	662.51	0.5625	3.44	2.51
mp-707324	-3.12843115	0.892561983	1.818181818	1.272727273	4	0.623241327	61	5.272727273	4.1777	88.98818182	0.5	3.04	0.85
mp-13603	-3.189772188	1.444444444	2.833333333	2.833333333	3	0.6770032	61	10.33333333	3.9877	864.1516667	0.484848485	3.44	1.75
mp-561027	-3.195184086	0.888888889	2.666666667	2.666666667	3	0.707106781	61	10	5.5314	244.995	0.625	3.44	1.83
mp-774753	-2.906580767	0.8	1.8	1.3	3	0.64807407	61	7.8	3.6955	279.056	0.404761905	3.44	2.46
mp-24053	-3.203430523	0.49382716	1.555555556	1.222222222	4	0.618640485	61	11.77777778	2.8331	189.8388889	0.5	3.44	1.51
mp-15960	-3.486791725	0.8	1.8	1.3	3	0.64807407	61	6	4.6925	342.112	0.53125	3.44	2.46
mp-697268	-3.453465974	0.5625	1.75	1.375	5	0.5	61	12	2.8033	234.845	0.452380952	3.44	1.51
mp-721279	-3.795899018	0.5625	1.75	1.375	4	0.559016994	61	6.25	5.4035	82.23	0.59375	3.44	1.24
mp-707571	-3.638285382	0.583333333	1.5	0.916666667	4	0.606675824	61	5.416666667	4.1942	143.6216667	0.527777778	3.44	2.51
mp-16585	-2.962576291	1.444444444	2.833333333	2.833333333	3	0.6770032	61	13	2.5834	834.16	0.4	3.44	1.44
mp-23662	-3.421368811	0.8	1.8	1.3	4	0.583095189	61	4.4	5.5694	307.693	0.53125	3.44	2.46
mp-24355	-3.344868291	0.842975207	1.454545455	0.818181818	4	0.623241327	61	4.545454545	2.8166	197.2490909	0.375	3.04	2.22
mp-14743	-3.118049019	1.6875	2.25	1.5	3	0.637377439	61	33.75	1.965	868.4	0.260869565	3.04	2.15
mp-707368	-3.346794242	0.857142857	2	1.571428571	6	0.528120786	61	6.571428571	4.5052	96.31047619	0.541666667	3.44	2.62
mp-778752	-2.585027821	1.481481481	3.111111111	2.444444444	3	0.711458249	61	24.44444444	2.4632	542.5888889	0.317073171	3.44	1.66
mp-768960	-2.995681636	0.8	1.8	1.3	3	0.64807407	61	5.2	5.3981	483.565	0.53125	3.44	2.46
mp-707536	-4.533236149	0.408163265	1.714285714	1.428571429	4	0.622699849	61	12.28571429	3.5239	151.9628571	0.476190476	3.44	2.62
mp-24359	-3.84165862	0.625	1.5	1.0625	4	0.625	61	7.25	4.1423	167.916875	0.46969697	3.44	2.44
mp-568441	-2.031050646	0.444444444	0.666666667	0	2	0.745355992	61	4.666666667	2.072	317.0066667	0	2.2	0.89
mp-720376	-3.163680316	0.48	1.6	1.2	3	0.64807407	61	7.8	3.5177	82.404	0.48	3.44	1.24
mp-10368	-1.759450927	0.444444444	2.666666667	1.666666667	3	0.577350269	61	25.33333333	0.6977	859.7666667	0.233333333	2.55	0.67
mp-14988	-2.142667926	0.75	1.75	1.25	3	0.637377439	61	18.75	2.1096	251.95	0.388888889	3.44	2.62
mp-568557	-2.358526583	1.75	3.5	1.5	3	0.612372436	61	31	2.4442	932.14	0.2	3.04	2.22
mp-557364	-3.785174689	1.223140496	1.636363636	1.636363636	3	0.755147624	61	11.81818182	5.4624	519.8381818	0.567567568	3.98	2.29
mp-24640	-2.96657906	0.265927978	1.842105263	1.578947368	4	0.671955018	61	11.31578947	5.4944	191.3005263	0.560747664	3.44	2.2
mp-680122	-2.787814261	1.469387755	3.285714286	3.285714286	3	0.677630927	61	12.14285714	5.1858	911.1	0.422222222	3.44	1.82
mp-13500	-2.950784691	1.953125	3.5625	2.0625	4	0.667317391	61	18.6875	4.7747	644.0625	0.473684211	3.44	2.27
mp-31356	-2.844666089	1.6875	2.25	1.5	3	0.637377439	61	23	2.4366	787.275	0.375	3.04	2.09
mp-24733	-3.067022725	0.654064272	1.652173913	1.260869565	5	0.575163328	61	7.565217391	5.6689	116.3273913	0.510416667	3.44	2.51
mp-28563	-2.190440756	0.5	2	1.75	3	0.612372436	61	39	1.4159	594.8975	0.229166667	2.55	1.76
mp-703527	-2.838634095	1.12	2.4	2	3	0.6	61	4.4	4.872	795.424	0.5	3.04	0.84
mp-568965	-2.782517898	1.25	2.5	2.5	3	0.612372436	61	12	3.4391	732.025	0.5	3.04	2.04
mp-553972	-1.90657856	1	2.5	2.25	4	0.5	61	14.5	2.6417	1408.045	0.346153846	3.04	1.14
mp-707023	-3.170700731	1.041322314	1.818181818	1.272727273	4	0.623241327	61	4.545454545	5.107	387.9827273	0.5	3.16	0.96
mp-560794	-3.105134216	0.888888889	2.333333333	1.75	5	0.687184271	61	19	2.7981	435.6966667	0.513157895	3.44	2.55
mp-780403	-2.735183829	0.444444444	1.333333333	0.666666667	3	0.623609564	61	19	1.2691	758.9633333	0.173913043	3.44	2.51
mp-7214	-2.737550571	1.6875	2.25	1.5	3	0.637377439	61	20.75	1.5324	697.775	0.375	3.04	2.09
mp-770416	-2.182435093	1.185185185	2.888888889	1.333333333	3	0.711458249	61	28.22222222	3.1863	821.5333333	0.3	3.44	2.22
mp-776268	-2.278189962	0.6	1.6	1.1	3	0.64807407	61	13	1.6744	472.567	0.431818182	2.58	1.6
mp-781015	-2.568637362	2.666666667	4	1.333333333	3	0.711458249	61	26.22222222	3.1375	712.2	0.387096774	3.44	2.34
mp-560666	-3.24718894	1.037037037	2.333333333	1.333333333	4	0.662020849	61	30	1.2873	685.2733333	0.244897959	3.44	2.62
mp-680395	-1.98716307	0.84	2.4	2.1	2	0.761577311	61	24	1.3269	899.107	0.194444444	2.18	1.2
mp-558763	-2.869668484	0.52892562	1.636363636	1.454545455	4	0.609836721	61	26.36363636	1.8143	365.5436364	0.275862069	3.44	1.51
mp-616463	-2.684031124	0.64	3.2	3.2	3	0.6	61	8.4	3.718	1632.092	0.583333333	3.04	0.49
mp-24656	-2.821025066	0.71468144	2.210526316	1.578947368	4	0.671955018	61	9.789473684	5.288	192.8268421	0.625	3.44	2.22
mp-23634	-2.841639619	0.555555556	1.333333333	1.166666667	4	0.577350269	61	19	4.4254	262.0683333	0.522727273	3.98	3.16
mp-570194	-2.567031831	1.223140496	1.636363636	0.909090909	3	0.755147624	61	3.454545455	5.6037	538.4618182	0.125	2.2	1.2
mp-769038	-2.45469375	1.1875	2.25	1	3	0.637377439	61	14.25	2.149	708.06375	0.5	2.58	1.6
mp-703380	-2.598600665	0.972222222	1.833333333	1.333333333	5	0.577350269	61	7	3.4557	395.8641667	0.416666667	3.04	0.84
mp-669496	-2.143271533	0.32	1.2	0.8	2	0.824621125	61	58	0.6924	717.76	0.217391304	2.66	0.38
mp-23316	-3.060484241	1.777777778	2.333333333	2.333333333	2	0.745355992	61	13	2.9183	897.0666667	0.647058824	3.16	1.12
mp-570480	-2.609066129	1.28	1.8	0.8	2	0.824621125	61	36.6	0.6025	698.64	0.266666667	2.96	1.06
mp-695995	-2.542119162	0.615384615	2	1.307692308	4	0.629642521	61	14.30769231	2.834	369.4169231	0.37804878	3.44	1.54
mp-722862	-2.95467976	0.68	1.6	1.3	4	0.6	61	9.8	3.2464	97.33	0.46	3.44	1.75
mp-561117	-3.126102466	0.653061224	1.428571429	1.428571429	4	0.553283335	61	16	2.4655	117.2942857	0.571428571	3.98	1.4
mp-27780	-2.815310556	1.28	1.8	0.8	2	0.824621125	61	22.2	0.7829	623.28	0.571428571	3.16	1.26
mp-653096	-2.58670141	0.571428571	2	2	4	0.515078754	61	18.85714286	1.715	263.6657143	0.451612903	3.16	0.61
mp-559228	-1.924453294	1.551020408	2.571428571	1.142857143	3	0.654653671	61	30	2.177	669.1942857	0.363636364	2.58	1.76
mp-27485	-2.619790025	1.037037037	2.666666667	1.555555556	2	0.808901099	61	15.77777778	2.6726	582.6222222	0.5	3.44	1.54
mp-556904	-3.18709132	0.691358025	1.777777778	1.666666667	5	0.509175077	61	14.22222222	3.2613	180.9177778	0.55	3.98	3.16
mp-760091	-2.701148452	0.826446281	2.454545455	1.818181818	3	0.755147624	61	12.45454545	0.1751	360.4654545	0.615384615	3.44	1.84
mp-650510	-2.598600665	0.75	3	2.875	4	0.559016994	61	11.75	1.5118	1618.485	0.431818182	3.44	1.51
mp-560331	-2.127844135	1.551020408	2.571428571	1.142857143	3	0.654653671	61	20.28571429	1.8945	622.0714286	0.533333333	2.58	1.76
mp-744605	-2.667562954	0.7	1.7	1	5	0.529150262	61	8.7	3.0437	247.734	0.465116279	3.44	1.56
mp-24156	-2.728160019	0.661157025	1.727272727	1.272727273	4	0.552978412	61	8.636363636	0.6394	206.1463636	0.448979592	3.44	1.54
mp-571432	-3.675731953	3.234375	3.875	1.0625	3	0.65550553	61	48.375	1.5029	1068.290625	0.278409091	2.66	1.56
mp-559568	-2.892792405	0.345679012	1.777777778	1.555555556	3	0.638284739	61	16.22222222	3.5339	215.0066667	0.4375	3.44	2.62
mp-679991	-3.395781509	1.983471074	2.363636364	0.636363636	3	0.698285977	61	45.09090909	2.1983	1300.306364	0.184210526	2.96	1.06
mp-647549	-3.164313867	0.75	1.5	1.5	4	0.559016994	61	14.75	2.8954	624.0375	0.580645161	3.98	1.43
mp-667369	-2.342944817	2.5088	3.52	1.28	4	0.68	61	16.48	3.0873	705.152	0.5	3.44	2.44
mp-604583	-3.543644597	1.163434903	2.421052632	2.105263158	5	0.528940822	61	7.368421053	3.7908	1463.466842	0.542857143	3.44	2.62
mp-28791	-2.823910768	0.666666667	1.666666667	1.666666667	3	0.623609564	61	21	1.415	260.975	0.448275862	3.16	0.61
mp-540628	-2.920821287	0.979591837	1.857142857	1.857142857	3	0.654653671	61	26.42857143	1.3285	437.8842857	0.46031746	3.16	1.55
mp-707929	-3.0324553	1.017301038	2.470588235	2.294117647	5	0.596993621	61	6.235294118	3.351	1094.994706	0.592105263	3.44	2.46
mp-744517	-3.501699097	0.857142857	1.857142857	0.928571429	5	0.571428571	61	7	2.8875	269.3428571	0.479166667	3.44	2.46
mp-560928	-3.801362154	0.4375	1.25	1.25	4	0.712609641	61	20.25	1.6859	207.156875	0.481012658	3.98	1.93
mp-30003	-2.793176012	0.277777778	1.833333333	1.666666667	3	0.707106781	61	21.16666667	1.6517	324.1483333	0.363636364	3.44	0.9
mp-28046	-3.003491393	1	1.666666667	1.666666667	3	0.772801541	61	43.33333333	1.6561	420.81	0.313253012	2.66	1.05
mp-29197	-2.403403674	3.24	3.6	0.9	3	0.678232998	61	38.8	3.0576	523.685	0.284482759	3.04	1.94
mp-554788	-3.428299318	0.591836735	1.285714286	1.285714286	5	0.728431359	61	14.28571429	2.9772	159.8364286	0.578947368	3.98	1.8
mp-605665	-4.308096691	1.05982906	1.794871795	1.076923077	5	0.659228725	61	5.487179487	2.3672	908.3046154	0.411764706	3.16	0.96
mp-655052	-3.258066429	0.839506173	2.111111111	1.777777778	4	0.555555556	61	8.333333333	0.2032	1027.887778	0.444444444	3.44	1.54
mp-662643	-3.383007002	1.074380165	2.181818182	2.181818182	4	0.567727091	61	12.90909091	3.9851	500.4318182	0.65625	3.16	0.97
mp-720586	-3.270031375	0.666666667	1.5	1.166666667	5	0.552770798	61	7.333333333	3.5643	139.9741667	0.583333333	3.44	2.44
mp-758806	-2.397940769	1.818181818	3	2.636363636	4	0.596130775	61	5.545454545	4.2176	1116.812727	0.419354839	3.16	1.12
mp-556406	-3.093130232	0.612244898	1.428571429	1.428571429	4	0.735402153	61	11.57142857	4.5235	176.055	0.62745098	3.98	1.8
mp-21838	-3.125522241	3.305785124	3.818181818	1.818181818	3	0.755147624	61	17.27272727	1.285	227.0363636	0.476190476	3.44	2.32
mp-707987	-3.291585049	0.498866213	1.476190476	1.047619048	4	0.619047619	61	7.19047619	0.8255	112.4309524	0.537634409	3.44	1.54
mp-559493	-3.694663681	1.4	2	1.2	4	0.721110255	61	16.4	2.6595	351.43	0.65625	3.44	1.9
mp-777567	-3.537612485	0.833333333	1.5	0.666666667	3	0.707106781	61	10.83333333	4.2363	413.115	0.540540541	3.98	3
mp-654447	-4.324285799	0.199445983	0.947368421	0.842105263	3	0.85028918	61	14.73684211	1.9571	152.9789474	0.582278481	3.98	2.07
mp-721180	-2.787814261	1.519890261	2.296296296	1.037037037	4	0.616419147	61	7.333333333	2.2383	84.99037037	0.5	3.44	2.06
mp-745199	-3.078837594	0.826388889	1.583333333	0.833333333	5	0.57130455	61	7.333333333	3.0708	186.8404167	0.46	3.98	1.78
mp-700	-1.844664176	1	3	3	2	0.707106781	62	33	0.8969	852.7	0.2	2.55	0.54
mp-691	-1.251037193	1	3	3	2	0.707106781	62	42	1.3338	499.54	0.2	2.55	0.59
mp-29374	-2.007888822	0.666666667	3	2.833333333	3	0.707106781	62	42.33333333	0.2919	709.0933333	0.175675676	2.05	1.23
mp-2095	-2.193820501	0.48	1.6	1.2	2	0.721110255	62	46	0.7367	558.58	0.24	2.1	1.28
mp-3858	-2.621603371	1.68	2.8	1.2	3	0.663324958	62	21.6	2.5927	765.054	0.315789474	3.44	2.51
mp-5193	-1.84771187	2.08	2.8	1.2	3	0.663324958	62	25.2	1.7233	868.616	0.5	2.58	1.63
mp-23712	-1.735182342	0.444444444	0.666666667	0	2	0.745355992	62	4.666666667	2.0231	317.0066667	0	2.2	0.89
mp-22996	-2.478862832	0.666666667	2	2	3	0.577350269	62	46	1.4168	594.8766667	0.25	2.66	0.61
mp-569707	-2.607304278	0.666666667	2	2	3	0.577350269	62	50.66666667	1.7263	434.7333333	0.193548387	2.96	0.94
mp-23020	-2.427129211	0.666666667	2	2	3	0.577350269	62	56.66666667	1.6111	475.0833333	0.193548387	2.66	0.64
mp-21166	-1.995678927	1.777777778	1.333333333	1.333333333	3	0.577350269	62	46.66666667	0.2912	921.87	0.0625	2.33	1.38
mp-2160	-2.122053451	0.48	2.4	2.4	2	0.721110255	62	40.8	0.8567	657.912	0.230769231	2.55	0.5
mp-365	-1.533132484	1.6	4	4	2	0.824621125	62	6.4	0.365	2063	0.285714286	2.04	0.73
mp-761755	-1.732828436	0.397959184	2.071428571	1.928571429	4	0.685118789	62	10.64285714	0.1025	232.6114286	0.555555556	3.44	2.46
mp-571465	-2.120904522	1.333333333	2	2	3	0.577350269	62	56.66666667	2.5906	417.7533333	0.193548387	2.96	0.63
mp-23041	-2.303644223	0.666666667	2	2	3	0.577350269	62	40	1.6749	559.6633333	0.315789474	2.66	0.61
mp-22982	-2.452226156	0.5	2	1.75	3	0.612372436	62	36	0.4999	669.7225	0.211538462	2.58	0.68
mp-22971	-2.573489878	0.666666667	2	2	3	0.577350269	62	34	1.8194	519.3133333	0.315789474	2.96	0.91
mp-28413	-2.190440756	1.3125	3.25	3	3	0.58630197	62	33.5	0.3245	545.22625	0.139534884	2.05	1.12
mp-583052	-2.057000754	2.111111111	3.333333333	1.666666667	4	0.577350269	62	47.33333333	1.0381	896.0633333	0.134615385	2.55	1.28
mp-23357	-2.223299324	0.790123457	1.777777778	1.777777778	3	0.638284739	62	31.33333333	2.2583	384.7555556	0.282608696	3.44	2.49
mp-568570	-1.434152264	0.96	1.6	1.4	3	0.663324958	62	52.8	0.6097	393.444	0.257575758	2.66	1.87
mp-570590	-2.634513325	0.88	1.6	1.6	4	0.529150262	62	46.8	1.9348	478.484	0.177777778	2.96	1.27
mp-23408	-2.143271533	1.256198347	3.272727273	3.272727273	3	0.609836721	62	51.81818182	1.0173	485.3272727	0.153061224	2.58	0.96
mp-614572	-2.06600719	1.714285714	2	2	3	0.622699849	62	22	0.9917	675.2357143	0.294117647	2.19	1.19
mp-757850	-2.13194405	0.595041322	1.818181818	1.454545455	3	0.609836721	62	19.81818182	2.3452	311.6072727	0.40625	3.44	2.62
mp-27252	-2.272459312	1.36	1.6	1.6	3	0.663324958	62	57.6	2.4254	466.354	0.177777778	2.66	1.04
mp-505284	-2.593461012	1.224489796	2.571428571	2.571428571	3	0.589015089	62	47.42857143	2.7441	349.0042857	0.184615385	3.44	1.11
mp-30456	-1.681936811	1.111111111	1.333333333	1	3	0.577350269	62	41.33333333	0.5541	682.6966667	0.09375	2.02	1.07
mp-571146	-2.368556941	1.333333333	2	2	3	0.577350269	62	40	2.5128	354.51	0.315789474	3.16	1.2
mp-22856	-2.443698343	0.48	2.4	2.4	2	0.721110255	62	42.8	1.5027	450.776	0.236842105	2.58	0.56
mp-2576	-2.243364424	1.777777778	1.333333333	1.333333333	2	0.745355992	62	36	0.3747	1103.8	0.111111111	2.01	1.06
mp-27655	-2.316953593	0.444444444	1.666666667	1.666666667	2	0.745355992	62	52.33333333	0.6635	610.7233333	0.265306122	2.66	0.56
mp-568761	-2.559092019	0.5	1.5	1	2	0.707106781	62	49.5	0.2404	978.795	0.148148148	2.1	0.17
mp-765493	-2.276544903	0.790123457	1.777777778	1.777777778	3	0.638284739	62	28.22222222	2.3822	453.5066667	0.40625	3.44	2.55
mp-601286	-2.060980574	1.222222222	2.666666667	1.666666667	4	0.577350269	62	46.33333333	1.3083	844.8966667	0.142857143	2.55	1.34
mp-601257	-2.060481096	1	2.5	1.666666667	4	0.577350269	62	46.5	1.311	854.23	0.141414141	2.55	1.33
mp-559276	-2.154282416	1.306122449	3.142857143	3.142857143	4	0.622699849	62	18.85714286	3.0563	585.8971429	0.344827586	3.44	1.83
mp-1509	-1.826813936	0.96	2.8	2.8	2	0.721110255	62	29.6	0.8572	435.048	0.347826087	2.58	0.62
mp-8725	-1.869666457	1.92	3.6	2	3	0.663324958	62	34	1.2463	835.232	0.28	2.58	1.28
mp-28316	-2.377786703	1.5	2.5	2	3	0.637377439	62	14.5	1.5223	1026.41	0.4	1.9	1.08
mp-12027	-2.206210104	1.92	3.6	2.2	3	0.663324958	62	51.2	0.3226	1069.8	0.138297872	2.55	1.05
mp-29237	-1.832682872	1.333333333	3.333333333	3.333333333	3	0.623609564	62	52.33333333	0.9872	523.5133333	0.137931034	2.55	0.93
mp-11265	-2.388277435	1.777777778	1.333333333	1.333333333	3	0.577350269	62	42	0.244	873.36	0.111111111	1.96	1.07
mp-21365	-2.448550856	0.96	2.8	2.8	3	0.663324958	62	29.6	1.5012	499.722	0.347826087	2.58	0.8
mp-18335	-2.228413033	0.888888889	2	2	3	0.638284739	62	38.44444444	1.2916	765.8666667	0.214285714	2.55	1.66
mp-16921	-2.41680202	1.111111111	2	1.444444444	4	0.577350269	62	21.55555556	0.6434	700.1566667	0.171875	2.18	1.36
mp-697084	-2.183759164	1	2	1.75	4	0.5	62	36	2.7174	264.0675	0.211538462	3.44	1.24
mp-558849	-2.619790025	0.88	1.6	1.6	4	0.529150262	62	36	1.9197	417.388	0.266666667	3.16	1.47
mp-29372	-2.395774703	1.28	2.6	2.2	3	0.6	62	48.6	1.0868	542.73	0.155555556	2.05	1.26
mp-766422	-2.703336345	0.5625	1.75	1.375	3	0.637377439	62	19.5	1.6687	432.36375	0.339285714	2.58	1.6
mp-569501	-1.534617253	1.111111111	1.333333333	1	3	0.577350269	62	35.33333333	0.583	704.3633333	0.09375	2.02	1.04
mp-4019	-2.45842163	2.08	2.8	1.2	3	0.663324958	62	13.2	2.3053	644.08	0.5	3.44	2.44
mp-31086	-1.835647352	0.555555556	2.666666667	2.5	2	0.849836586	62	14.33333333	1.5487	326.2283333	0.576923077	2.19	1.26
mp-12455	-2.073657913	0.5	1.5	1	3	0.612372436	62	32.5	1.6667	988.1225	0.210526316	2.58	1.33
mp-761916	-2.777285349	0.277777778	1.166666667	0.666666667	5	0.513701167	62	20.83333333	0.975	244.7533333	0.254545455	3.44	2.51
mp-12453	-2.037630996	0.5	2	1	3	0.612372436	62	32	1.6149	970.3725	0.222222222	2.58	1.35
mp-7756	-1.787812583	1.111111111	1.333333333	1	3	0.577350269	62	30.66666667	0.6814	802.49	0.166666667	2.05	1.1
mp-755790	-2.301900063	1.92	3.6	2	3	0.663324958	62	35.6	2.8705	654.202	0.21875	3.44	2.14
mp-782065	-2.22694582	0.25	2	1.875	4	0.661437828	62	13.75	3.5343	220.95625	0.519230769	3.44	2.46
mp-753508	-2.290730633	0.444444444	1.333333333	0.666666667	3	0.577350269	62	16	0.7015	733.2733333	0.222222222	2.58	1.6
mp-978	-2.519994064	1.777777778	1.333333333	1.333333333	2	0.745355992	62	42	0.1528	868.36	0.111111111	1.96	1.01
mp-556111	-2.095284834	3.333333333	4	1	3	0.577350269	62	27.33333333	1.6379	782.1666667	0.346153846	3.98	2.76
mp-4192	-1.995678927	1.44	1.2	1.2	3	0.663324958	62	20	0.895	899.61	0.230769231	3.04	2.04
mp-644751	-2.079355364	1	4	4	2	0.707106781	62	6	5.6697	1205.525	0.5	3.04	1
mp-616327	-2.903092419	1.591836735	3.142857143	3.142857143	3	0.622699849	62	50.85714286	1.1367	549.1542857	0.192307692	2.66	0.88
mp-28029	-1.841637719	0.75	3.5	2.25	2	0.790569415	62	22	0.3859	845.475	0.409090909	2.19	0.29
mp-3733	-3.102376757	1.714285714	2	2	3	0.654653671	62	28.85714286	4.5802	418.2857143	0.261904762	3.98	2.41
mp-505743	-2.386158918	1.306122449	3.142857143	3.142857143	4	0.622699849	62	21.42857143	3.3239	495.8171429	0.294117647	3.44	1.63
mp-17927	-2.012781083	0.979591837	2.285714286	1.142857143	3	0.654653671	62	56.57142857	0.7873	1037.234286	0.177777778	2.1	1.21
mp-29827	-2.443698343	0.752066116	1.363636364	1.181818182	3	0.658698943	62	55.63636364	0.6505	537.0918182	0.152046784	2.1	1.28
mp-14550	-2.435334764	2.08	2.8	1.2	3	0.663324958	62	18.8	2.1222	539.924	0.352941176	3.44	1.9
mp-866811	-2.165579741	0.8	2	2	3	0.663324958	62	23.6	0.7674	557.032	0.411764706	2.58	1.58
mp-17153	-2.013228579	1.387755102	2.571428571	1.142857143	3	0.654653671	62	56.28571429	0.7874	1021.234286	0.181818182	2.1	1.21
mp-30949	-2.099633253	1.44	1.2	1.2	3	0.663324958	62	27.2	0.6552	978.36	0.375	3.44	2.49
mp-567391	-2.29243042	0.857142857	3	1.285714286	3	0.622699849	62	43.85714286	1.1728	942.8642857	0.168539326	3.04	1.82
mp-567681	-2.588381472	0.96	1.6	1.4	3	0.663324958	62	48.4	2.8917	339.92	0.2125	2.96	2.17
mp-643727	-2.294136886	1	2	1.75	4	0.5	62	31.5	3.1045	233.805	0.211538462	3.44	1.24
mp-22997	-2.410051181	1.333333333	2	2	3	0.577350269	62	44.66666667	3.4812	346.0033333	0.230769231	3.16	0.83
