Unnamed: 0,mpid,pf_n,pf_p,formula,m_n,m_p,composition
4046,mp-565252,0.0855,0.721,Na3Fe2(PO4)3,18.3,2.21,"(Na, Fe, P, O)"
4047,mp-565253,0.00512,0.0106,VH16C6N6O7F2,473.0,1400.0,"(V, H, C, N, O, F)"
4048,mp-565260,0.402,0.351,Nd2W2O9,7.89,11.5,"(Nd, W, O)"
4049,mp-565267,0.29,0.307,Na2SrV3O9,58.9,386.0,"(Na, Sr, V, O)"
4050,mp-565302,0.332,0.433,ErMoO4F,6.47,10.0,"(Er, Mo, O, F)"
4051,mp-565335,0.178,0.703,GdMoClO4,16.4,118.0,"(Gd, Mo, Cl, O)"
4052,mp-565363,0.535,0.268,Nd2Te3MoO12,5.1,80.8,"(Nd, Te, Mo, O)"
4053,mp-565395,0.0218,0.0207,Na4MoS3O14,103.0,141.0,"(Na, Mo, S, O)"
4054,mp-565400,0.0507,0.00972,ReAsC5SNO5F7,36.2,352.0,"(Re, As, C, S, N, O, F)"
4055,mp-565425,0.743,0.284,NaVCdO4,1.42,3.37,"(Na, V, Cd, O)"
4056,mp-565438,0.907,0.149,CrHg3(SO2)2,0.7240000000000001,4.25,"(Cr, Hg, S, O)"
4057,mp-565448,0.0956,0.0415,K2MoC2O9,48.4,82.3,"(K, Mo, C, O)"
4058,mp-565464,0.425,0.154,SrV2(PO5)2,99.4,10.7,"(Sr, V, P, O)"
4059,mp-565502,0.387,0.302,V2CdO6,3.83,5.24,"(V, Cd, O)"
4060,mp-565509,0.136,0.0843,KMo2Cl7O2,164.0,47.4,"(K, Mo, Cl, O)"
4061,mp-565521,0.484,0.113,NiBiAsO5,2.67,10.7,"(Ni, Bi, As, O)"
4062,mp-565532,0.322,0.251,VAg2PO6,33.0,7.47,"(V, Ag, P, O)"
4063,mp-565569,0.397,0.2189999999999999,NaAl(MoO4)2,33.2,7.17,"(Na, Al, Mo, O)"
4064,mp-565583,0.0292,0.392,Gd3BWO9,60.9,9.54,"(Gd, B, W, O)"
4065,mp-565616,0.128,0.428,La2CrO6,18.4,6.92,"(La, Cr, O)"
4066,mp-565650,0.235,0.145,Ba2V3BiO11,14.7,20.6,"(Ba, V, Bi, O)"
4067,mp-565688,0.0308,0.0673,Sr3Fe2(SeO3)6,54.5,29.2,"(Sr, Fe, Se, O)"
4068,mp-565693,0.525,0.491,TmMoClO4,1.75,100.0,"(Tm, Mo, Cl, O)"
4069,mp-565704,0.271,0.348,CsMo2P3O13,189.0,495.0,"(Cs, Mo, P, O)"
4070,mp-565718,0.356,0.352,SmMoO4F,9.66,14.1,"(Sm, Mo, O, F)"
4071,mp-565725,0.968,0.138,ZrV2O7,0.959,6.74,"(Zr, V, O)"
4072,mp-565746,0.0419,0.0356,KVPO5,41.4,55.4,"(K, V, P, O)"
4073,mp-565750,0.332,0.0624,K3V(SO)2,4.88,18.6,"(K, V, S, O)"
4074,mp-565757,0.0892,0.102,Gd2WO6,35.5,15.5,"(Gd, W, O)"
4075,mp-565765,0.0769,0.347,MgV2PbO7,83.6,7.02,"(Mg, V, Pb, O)"
4076,mp-565801,0.532,0.482,HoMoClO4,1.71,114.0,"(Ho, Mo, Cl, O)"
4077,mp-565823,0.544,0.4379999999999999,SmMoClO4,1.62,162.0,"(Sm, Mo, Cl, O)"
4078,mp-565827,1.1,0.482,LiMoIO6,18.9,130.0,"(Li, Mo, I, O)"
4079,mp-565851,0.0608,0.685,SrFe2(P2O7)2,93.1,8.14,"(Sr, Fe, P, O)"
4080,mp-565866,0.359,0.0963,Na5MoNO4,7.7,18.2,"(Na, Mo, N, O)"
4081,mp-565870,0.42,0.409,VCdBiO5,2.83,3.51,"(V, Cd, Bi, O)"
4082,mp-565879,0.205,0.119,K3VSO3,9.54,27.0,"(K, V, S, O)"
4083,mp-565883,0.17,0.0914,Li2U3V2O15,8.04,43.0,"(Li, U, V, O)"
4084,mp-565904,0.825,0.251,TiMnO3,1.39,10.5,"(Ti, Mn, O)"
4085,mp-565905,0.114,0.2769999999999999,Ba3Fe2Br2O5,12.4,5.08,"(Ba, Fe, Br, O)"
4086,mp-565932,0.669,0.473,CdTeMoO6,6.66,3.05,"(Cd, Te, Mo, O)"
4087,mp-565939,0.361,0.597,LiV3(TeO6)2,57.3,5.3,"(Li, V, Te, O)"
4088,mp-566008,0.602,0.185,Li2NiO3,2.15,7.58,"(Li, Ni, O)"
4089,mp-566034,0.294,0.23,KNd(WO4)2,5.01,8.84,"(K, Nd, W, O)"
4090,mp-566040,0.246,0.149,In2(WO4)3,6.68,10.0,"(In, W, O)"
4091,mp-566043,0.127,0.0729,Ba3V4PbO14,36.1,34.7,"(Ba, V, Pb, O)"
4092,mp-566053,0.1119999999999999,0.141,Na2VS2O9,214.0,441.0,"(Na, V, S, O)"
4093,mp-566059,0.451,0.3720000000000001,Nd2Te4MoO14,4.27,7.94,"(Nd, Te, Mo, O)"
4094,mp-566089,0.192,0.3379999999999999,Na5Fe3F14,698.0,7.26,"(Na, Fe, F)"
4095,mp-566146,0.0421,0.0144,V2NiH24(N4O5)2,42.9,253.0,"(V, Ni, H, N, O)"
4097,mp-566161,0.103,0.0715,K2NiP2WO10,13.1,33.2,"(K, Ni, P, W, O)"
4098,mp-566164,0.136,0.35,NaLiV2O6,15.2,11.8,"(Na, Li, V, O)"
4099,mp-566179,0.418,0.542,VPO5,4.59,5.77,"(V, P, O)"
4100,mp-566189,0.356,0.262,BaMoSeO6,4.61,26.5,"(Ba, Mo, Se, O)"
4101,mp-566215,0.1969999999999999,0.195,Mn2PClO4,8.66,7.05,"(Mn, P, Cl, O)"
4102,mp-566222,0.282,0.0829,Mo2P2PbO12,7.56,18.3,"(Mo, P, Pb, O)"
4103,mp-566232,0.251,0.309,Na3LiWO5,7.46,32.0,"(Na, Li, W, O)"
4104,mp-566242,0.371,0.474,K4W2Cl10O,7.67,21.2,"(K, W, Cl, O)"
4105,mp-566256,0.00908,0.0592,CaFeSbAs2O7,181.0,28.6,"(Ca, Fe, Sb, As, O)"
4106,mp-566257,0.3,0.2339999999999999,Li4Mo3O8,56.2,13.3,"(Li, Mo, O)"
4107,mp-566258,0.8390000000000001,0.487,Ba2MnSi2ClO7,18.7,3.18,"(Ba, Mn, Si, Cl, O)"
4108,mp-566266,0.178,0.124,Nd2Mo(SeO5)2,26.1,25.2,"(Nd, Mo, Se, O)"
4109,mp-566277,0.268,0.0673,Na5Er(MoO4)4,5.02,18.3,"(Na, Er, Mo, O)"
4110,mp-566278,1.92,0.452,WO3,4.94,16.7,"(W, O)"
4111,mp-5663,0.0312,2.03,BaCeO3,76.5,1.18,"(Ba, Ce, O)"
4112,mp-566301,0.631,0.175,As3Pb5ClO12,1.27,6.26,"(As, Pb, Cl, O)"
4113,mp-566321,0.3279999999999999,0.351,BaVClO3,6.31,38.9,"(Ba, V, Cl, O)"
4114,mp-566323,0.183,0.195,RbLiMoO4,10.1,13.8,"(Rb, Li, Mo, O)"
4115,mp-566334,0.546,0.0017399999999999,Sb3C2N(OF8)2,1.41,8180.0,"(Sb, C, N, O, F)"
4116,mp-566337,0.3939999999999999,0.179,VAgO3,7.43,9.59,"(V, Ag, O)"
4117,mp-566366,0.147,0.176,Cs2V4O9,17.6,4580.0,"(Cs, V, O)"
4118,mp-566372,0.0157,0.183,K2UCr(IO6)2,5480.0,10.5,"(K, U, Cr, I, O)"
4119,mp-566373,0.2769999999999999,0.0578,K3Mo2BrO7,18.0,84.2,"(K, Mo, Br, O)"
4120,mp-566386,0.0576,0.218,NaMo2P3O13,22.9,107.0,"(Na, Mo, P, O)"
4121,mp-566393,0.281,0.0421,KVH6SO9,26.8,43.2,"(K, V, H, S, O)"
4122,mp-566398,0.155,0.357,Al2(WO4)3,12.6,4.75,"(Al, W, O)"
4123,mp-566406,0.346,0.267,MnVBiO5,4.25,6.12,"(Mn, V, Bi, O)"
4124,mp-566429,0.313,0.0670999999999999,Rb5ErHf(MoO4)6,4.47,33.0,"(Rb, Er, Hf, Mo, O)"
4125,mp-566462,0.0158,0.0156,KWNClF5,492.0,219.0,"(K, W, N, Cl, F)"
4126,mp-566511,0.447,0.1169999999999999,Ba2CrO4,1.3,6.07,"(Ba, Cr, O)"
4127,mp-566555,0.542,0.118,Li3Nd3(WO6)2,1.49,6.81,"(Li, Nd, W, O)"
4128,mp-566586,0.472,0.358,Pr2Te4MoO14,3.83,8.97,"(Pr, Te, Mo, O)"
4129,mp-566637,0.0576,1.01,BaV2TeO8,99.1,1.88,"(Ba, V, Te, O)"
4130,mp-566645,0.0981,0.0554,MnH6SO6,49.1,50.7,"(Mn, H, S, O)"
4131,mp-566655,0.123,0.411,Na2U(WO5)2,4740.0,4.39,"(Na, U, W, O)"
4132,mp-566668,0.248,0.163,Rb2Cr2Cd(H2O5)2,7.52,8.7,"(Rb, Cr, Cd, H, O)"
4133,mp-566695,0.34,0.105,NdSbMo2O9,3.38,22.4,"(Nd, Sb, Mo, O)"
4134,mp-566700,0.431,0.555,NaV2Bi3O10,2.86,3.01,"(Na, V, Bi, O)"
4135,mp-566728,0.256,0.285,Nd2Te2W2O13,7.91,5.39,"(Nd, Te, W, O)"
4136,mp-566733,0.0377,0.00234,KNiAs3F18,45.9,708.0,"(K, Ni, As, F)"
4137,mp-566734,0.213,0.154,Na2Zr(WO4)3,40100.0,47700.0,"(Na, Zr, W, O)"
4138,mp-566749,0.532,0.455,YMoClO4,1.71,122.0,"(Y, Mo, Cl, O)"
4139,mp-566757,0.379,0.104,DySbMo2O9,3.11,26.8,"(Dy, Sb, Mo, O)"
4140,mp-566770,0.397,0.0296,Li2V2(SO4)3,4.79,57.1,"(Li, V, S, O)"
4141,mp-566796,0.143,0.0839,Sr2NiSe2(ClO3)2,18.7,186.0,"(Sr, Ni, Se, Cl, O)"
4142,mp-566827,0.0948,0.183,K4V5CdClO15,1130.0,9.74,"(K, V, Cd, Cl, O)"
4143,mp-566830,0.364,0.0513,K4Th(MoO4)4,2.88,19.8,"(K, Th, Mo, O)"
4144,mp-566833,0.38,0.208,LiV(IO4)2,8.63,8.08,"(Li, V, I, O)"
4145,mp-566886,0.765,0.25,Ag6Mo2ClO7F3,0.8370000000000001,2.39,"(Ag, Mo, Cl, O, F)"
4146,mp-566892,0.284,0.586,KMoPClO5,4.48,660.0,"(K, Mo, P, Cl, O)"
4147,mp-566907,1.43,1.06,Hg2MoO4,1.18,0.861,"(Hg, Mo, O)"
4148,mp-566919,0.351,0.4270000000000001,NaCaVO4,5.0,5.86,"(Na, Ca, V, O)"
4149,mp-566933,0.152,0.221,CrP2Pb5O13,211.0,8.16,"(Cr, P, Pb, O)"
4150,mp-566939,0.175,0.186,P2W2O11,49.7,8.86,"(P, W, O)"
4151,mp-566944,0.304,0.1669999999999999,NiBiPO5,4.43,17.1,"(Ni, Bi, P, O)"
4152,mp-566954,0.0471,0.141,VH9C3O4,161.0,16.6,"(V, H, C, O)"
4153,mp-566975,0.268,0.287,KV2PO8,503.0,68.2,"(K, V, P, O)"
4154,mp-566977,0.0608,0.12,CsMn(PO3)4,100.0,107.0,"(Cs, Mn, P, O)"
4155,mp-567011,0.0841,0.054,SrFeP(O2F)2,215.0,5.13,"(Sr, Fe, P, O, F)"
4156,mp-567030,0.162,0.0964,Na2MoSeO6,9.42,15.8,"(Na, Mo, Se, O)"
4157,mp-567037,0.337,0.364,ZrMnTlF7,5.86,242.0,"(Zr, Mn, Tl, F)"
4158,mp-567057,0.456,0.466,LuMoClO4,2.13,35.5,"(Lu, Mo, Cl, O)"
4159,mp-567060,0.115,0.132,AlSeBr3N,25.3,13.4,"(Al, Se, Br, N)"
4160,mp-567084,0.09,0.0353,KNi(PO3)3,18.8,47.0,"(K, Ni, P, O)"
4161,mp-567086,0.248,0.0894,KV2CrO7,918.0,122.0,"(K, V, Cr, O)"
4163,mp-567106,0.115,0.3379999999999999,KIn(WO4)2,14.6,4.92,"(K, In, W, O)"
4164,mp-567125,0.911,0.578,MnNi(BiO3)2,1.36,2.81,"(Mn, Ni, Bi, O)"
4165,mp-567133,0.11,0.0573,Na2V3O7,11.7,895.0,"(Na, V, O)"
4166,mp-567196,0.977,0.895,Cs3Sb2Cl9,1.11,1.22,"(Cs, Sb, Cl)"
4167,mp-567199,1.16,0.124,PbI2,1.15,5.67,"(Pb, I)"
4168,mp-567221,0.732,0.0718,H10C3IN,0.999,29.8,"(H, C, I, N)"
4169,mp-567256,0.0394,0.0192,P2H19C6I2NCl4,112.0,259.0,"(P, H, C, I, N, Cl)"
4170,mp-567264,0.0124,0.0049,SbMoOF9,1430.0,574.0,"(Sb, Mo, O, F)"
4171,mp-567287,2.88e-05,0.094,Rb6U(Mo2O9)2,145000.0,17.8,"(Rb, U, Mo, O)"
4172,mp-567297,0.0237,0.8029999999999999,CaU(MoO4)4,220.0,11.5,"(Ca, U, Mo, O)"
4173,mp-567352,0.221,0.0428,Ga(SbBr)4,13.3,27.5,"(Ga, Sb, Br)"
4174,mp-567359,1.21,0.541,CdI2,2.08,17.2,"(Cd, I)"
4175,mp-567365,0.8809999999999999,0.0489,Kr,0.568,11.1,(Kr)
4176,mp-567371,1.03,0.322,Sr3Li4(GeN3)2,0.327,4.06,"(Sr, Li, Ge, N)"
4177,mp-567386,1.14,0.273,Cs2Cd3Te4,0.1939999999999999,1.84,"(Cs, Cd, Te)"
4178,mp-567391,1.15,0.51,Dy3Se3N,0.882,1.17,"(Dy, Se, N)"
4179,mp-567402,1.14,0.498,CdI2,10100.0,99.6,"(Cd, I)"
4180,mp-567424,0.5479999999999999,0.0576,K8NbAs5Pb,7.76,21.5,"(K, Nb, As, Pb)"
4181,mp-567431,0.111,1.93,ThCl4,18.5,1.57,"(Th, Cl)"
4182,mp-567433,0.457,0.268,BP(IBr)3,1.89,7.88,"(B, P, I, Br)"
4183,mp-567457,0.442,0.4629999999999999,Ba3WCl2O5,20.3,191.0,"(Ba, W, Cl, O)"
4184,mp-567483,1.18,0.521,CdI2,8800.0,101.0,"(Cd, I)"
4185,mp-567498,1.0,0.1689999999999999,Rb2NaTmCl6,0.4270000000000001,2.54,"(Rb, Na, Tm, Cl)"
4186,mp-567503,1.24,0.2,PbI2,1.01,3.12,"(Pb, I)"
4187,mp-567504,0.1119999999999999,0.3289999999999999,CrCl3,14.5,23.7,"(Cr, Cl)"
4188,mp-567537,0.354,0.1969999999999999,TaI4,3.73,7.3,"(Ta, I)"
4189,mp-567542,1.18,0.148,PbI2,0.8190000000000001,3.12,"(Pb, I)"
4190,mp-567583,0.401,0.0666,CsSbCl6,2.53,16.6,"(Cs, Sb, Cl)"
4191,mp-567601,0.967,0.0731,Sr4CN4,0.457,18.3,"(Sr, C, N)"
4192,mp-567604,0.36,0.0394,GeBr4,2.42,22.0,"(Ge, Br)"
4193,mp-567628,0.6809999999999999,0.8079999999999999,Rb2LiDyBr6,2.07,1.8,"(Rb, Li, Dy, Br)"
4194,mp-567650,0.358,0.286,Mn2Fe(CN)6,3.45,4.38,"(Mn, Fe, C, N)"
4195,mp-567652,0.605,0.565,Cs2LiYCl6,2.23,2.39,"(Cs, Li, Y, Cl)"
4196,mp-567655,0.904,0.128,Sr2C(NCl)2,0.513,14.5,"(Sr, C, N, Cl)"
4197,mp-567658,0.74,0.461,Ba2Li3NbN4,2.03,3.6,"(Ba, Li, Nb, N)"
4198,mp-567666,1.07,2.15,Ba3BiN,0.505,0.305,"(Ba, Bi, N)"
4199,mp-567672,0.021,0.00724,Na2VOF4,81.7,316.0,"(Na, V, O, F)"
4200,mp-567680,0.8340000000000001,0.168,BaCl2,0.66,3.31,"(Ba, Cl)"
4201,mp-567681,1.15,0.258,CsPbBr3,4.8,3.37,"(Cs, Pb, Br)"
4202,mp-567699,0.494,0.108,HgB2(CN)8,2.62,24.5,"(Hg, B, C, N)"
4203,mp-567710,2.2,1.74,KPr3Te8,3.59,9.65,"(K, Pr, Te)"
4204,mp-567716,0.774,0.15,AlTlCl4,1.45,7.93,"(Al, Tl, Cl)"
4205,mp-567734,0.0663,0.125,AlAs3(SeCl)4,25.6,31.5,"(Al, As, Se, Cl)"
4206,mp-567741,0.1169999999999999,0.2769999999999999,PC2N3Cl4,24.1,9.56,"(P, C, N, Cl)"
4207,mp-567743,0.618,0.872,AlSb2(TeCl2)2,1.9,154.0,"(Al, Sb, Te, Cl)"
4208,mp-567744,1.03,0.124,SrBr2,0.36,3.04,"(Sr, Br)"
4209,mp-567753,1.23,0.478,La3CuSnSe7,0.8220000000000001,1.94,"(La, Cu, Sn, Se)"
4210,mp-567756,0.621,0.457,La2CN3Cl,1.3,2.59,"(La, C, N, Cl)"
4211,mp-567771,0.746,0.506,Ba(Si3N4)2,1.28,3.15,"(Ba, Si, N)"
4212,mp-567780,1.41,0.235,RbSn2Br5,57.7,3.0,"(Rb, Sn, Br)"
4213,mp-567809,1.06,0.285,AgI,0.2739999999999999,1.07,"(Ag, I)"
4214,mp-567841,1.47,1.26,Be3P2,0.3429999999999999,0.3989999999999999,"(Be, P)"
4215,mp-567855,1.32,0.422,RbGeI3,17.0,1.87,"(Rb, Ge, I)"
4216,mp-567864,1.05,0.677,TlBi(PSe3)2,2.2,1.68,"(Tl, Bi, P, Se)"
4217,mp-5679,0.95,0.0684,CdSO4,0.442,9.55,"(Cd, S, O)"
4218,mp-567917,0.627,0.246,TlBi(PSe3)2,1.8,3.87,"(Tl, Bi, P, Se)"
4219,mp-567918,0.636,0.46,Ba2Nd7Si11N23,1.84,2.96,"(Ba, Nd, Si, N)"
4220,mp-567956,0.115,0.131,GaSe2NCl6,17.1,11.7,"(Ga, Se, N, Cl)"
4221,mp-567966,0.129,0.335,RbZr6CCl15,9.17,12.4,"(Rb, Zr, C, Cl)"
4222,mp-567998,0.273,0.275,ICl,5.53,6.16,"(I, Cl)"
4223,mp-568001,1.16,0.0438,AlHg2SbCl4,0.159,4.56,"(Al, Hg, Sb, Cl)"
4224,mp-568005,1.04,0.172,YbCsBr3,0.317,1.92,"(Yb, Cs, Br)"
4225,mp-568008,0.536,1.13,Rb3Mn2Cl7,59200.0,342000.0,"(Rb, Mn, Cl)"
4226,mp-568015,0.3929999999999999,0.124,Na3ErV2O8,2.99,11.7,"(Na, Er, V, O)"
4227,mp-568031,1.16,0.0247,GaHg2SbCl4,0.147,7.97,"(Ga, Hg, Sb, Cl)"
4228,mp-568032,1.08,0.148,Cd(InSe2)2,0.139,1.07,"(Cd, In, Se)"
4229,mp-568060,0.356,0.114,Na4Ge2Te5,4.0,9.76,"(Na, Ge, Te)"
4230,mp-568081,0.044,0.011,H32WC8N4Cl7,34.2,175.0,"(H, W, C, N, Cl)"
4231,mp-568108,0.715,0.217,InBr2,1.08,10.8,"(In, Br)"
4232,mp-568136,0.287,0.452,RbVBr3,5.14,438.0,"(Rb, V, Br)"
4233,mp-568203,0.171,0.223,K2Th(PSe3)3,10.0,12.7,"(K, Th, P, Se)"
4234,mp-568228,0.0961,0.496,RbLaSi(CN2)4,24.9,5.87,"(Rb, La, Si, C, N)"
4235,mp-568231,0.456,0.28,RbMnBr3,8.23,3.65,"(Rb, Mn, Br)"
4236,mp-568244,1.36,0.302,TlSn2Br5,22.0,2.24,"(Tl, Sn, Br)"
4237,mp-568252,0.445,0.0256,Rb2Hg2PdCl8,39.9,70.2,"(Rb, Hg, Pd, Cl)"
4238,mp-568293,1.07,0.0591,Ca3N2,0.276,5.48,"(Ca, N)"
4239,mp-568299,0.486,0.3429999999999999,K2PtC4(BrN2)2,4.37,2040.0,"(K, Pt, C, Br, N)"
4240,mp-568328,1.35,0.986,FeP4,0.8909999999999999,0.929,"(Fe, P)"
4241,mp-568373,0.708,0.285,Cd2Ru(CN)6,0.884,2.27,"(Cd, Ru, C, N)"
4242,mp-568386,1.54,0.2,Ag10Te4Br3,0.282,3.38,"(Ag, Te, Br)"
4243,mp-568397,0.0489,0.0307,CuMo3Cl7,35.2,56.1,"(Cu, Mo, Cl)"
4244,mp-568436,1.01,0.0299,Sr7GeN6,0.27,11.1,"(Sr, Ge, N)"
4245,mp-568441,0.79,0.931,MgH2,0.8029999999999999,3.28,"(Mg, H)"
4246,mp-568443,0.0386,0.0418,Al2VCl8,99.1,207.0,"(Al, V, Cl)"
4247,mp-568493,1.05,0.528,In3SnI5,0.976,1.76,"(In, Sn, I)"
4248,mp-568498,1.22,0.486,Sm2(CN2)3,2.29,7.62,"(Sm, C, N)"
4249,mp-568508,0.36,0.118,CsRb(MnCl3)2,1.96,5.62,"(Cs, Rb, Mn, Cl)"
4250,mp-568514,0.138,0.106,BPBr2NCl3,12.1,406.0,"(B, P, Br, N, Cl)"
4251,mp-568534,0.369,0.522,P4C2Se3N2,4.46,5.75,"(P, C, Se, N)"
4252,mp-568536,0.865,0.24,BaI2,0.5720000000000001,2.09,"(Ba, I)"
4253,mp-568543,1.08,0.359,Na2SnSe3,0.312,1.61,"(Na, Sn, Se)"
4254,mp-568545,1.01,0.031,Cd4P2I3,0.267,9.26,"(Cd, P, I)"
4255,mp-568546,0.518,0.102,In5Br7,2.02,9.19,"(In, Br)"
4256,mp-568557,0.738,0.4379999999999999,RbTaN2,0.936,1.65,"(Rb, Ta, N)"
4257,mp-568570,1.59,3.68,CsSnI3,0.539,0.115,"(Cs, Sn, I)"
4258,mp-568584,0.353,0.203,N2,10.5,12.8,(N)
4259,mp-568590,0.14,0.013,SbCNCl5,9.22,117.0,"(Sb, C, N, Cl)"
4260,mp-568598,1.13,0.213,Cu2HgI4,0.263,1.4,"(Cu, Hg, I)"
4261,mp-568604,0.954,0.89,KHgC2IN2,11.0,26.3,"(K, Hg, C, I, N)"
4262,mp-568606,0.129,0.526,CsErTa6Cl18,29.5,36.2,"(Cs, Er, Ta, Cl)"
4263,mp-568611,0.654,0.217,KCuPSe3,1.72,5.95,"(K, Cu, P, Se)"
4265,mp-568644,0.48,0.0152,K9InSe7,2.69,109.0,"(K, In, Se)"
4266,mp-568653,0.0742,0.0649,FeSe2NCl6,24.7,28.8,"(Fe, Se, N, Cl)"
4267,mp-568656,1.45,0.401,SiC,1.79,3.07,"(Si, C)"
4268,mp-568659,0.035,0.0394,CuH8C2(N6Cl)2,162.0,40.1,"(Cu, H, C, N, Cl)"
4269,mp-568670,0.618,0.475,TbCs2NaCl6,2.17,2.82,"(Tb, Cs, Na, Cl)"
4270,mp-568692,0.816,0.0881,In4Br7,1.16,7.19,"(In, Br)"
4271,mp-568698,0.299,0.0907,Mn2H30C9N3Cl7,352000.0,344000.0,"(Mn, H, C, N, Cl)"
4272,mp-568713,0.1159999999999999,0.213,H8C2I3N,27.1,60.4,"(H, C, I, N)"
4273,mp-568722,1.02,0.106,CdBr2,0.34,5.68,"(Cd, Br)"
4274,mp-568742,0.992,0.158,HgI2,0.327,2.26,"(Hg, I)"
4275,mp-568745,1.08,0.355,Rb2Te,0.235,1.12,"(Rb, Te)"
4276,mp-568759,0.147,1.46,NaNd4I7N2,33.3,2.19,"(Na, Nd, I, N)"
4277,mp-568761,1.44,0.276,AgTe,0.319,1.25,"(Ag, Te)"
4278,mp-568773,0.145,0.0208,K3Cr(CN)6,10.1,144.0,"(K, Cr, C, N)"
4279,mp-568779,0.94,0.7020000000000001,Tb3SiCuSe7,0.743,1.75,"(Tb, Si, Cu, Se)"
4280,mp-568785,0.00295,0.00499,NaAl3NiCl12,1740.0,377.0,"(Na, Al, Ni, Cl)"
4281,mp-568796,1.03,0.187,YbRbI3,0.303,2.96,"(Yb, Rb, I)"
4282,mp-568802,0.593,0.414,KBi(PSe3)2,2.32,3.63,"(K, Bi, P, Se)"
4283,mp-568803,1.35,0.7879999999999999,Mg(B6C)2,0.8109999999999999,1.12,"(Mg, B, C)"
4284,mp-568817,0.391,0.0676,H9C4Se2N,3.65,27.8,"(H, C, Se, N)"
4285,mp-568819,0.7040000000000001,0.156,Bi20(PtBr12)3,2.69,11.0,"(Bi, Pt, Br)"
4286,mp-568847,0.835,0.0122,K4GeSe4,0.503,34.5,"(K, Ge, Se)"
4287,mp-568848,0.634,0.0848,GaCl2,1.4,10.5,"(Ga, Cl)"
4288,mp-568927,1.75,0.8240000000000001,AgI,0.303,0.7190000000000001,"(Ag, I)"
4289,mp-568932,0.736,0.358,Cd2Os(CN)6,0.7759999999999999,1.6,"(Cd, Os, C, N)"
4290,mp-568949,1.67,0.86,TlBr,0.28,0.6829999999999999,"(Tl, Br)"
4291,mp-568954,1.11,0.61,Nd3CuGeSe7,0.655,1.9,"(Nd, Cu, Ge, Se)"
4292,mp-568965,0.6709999999999999,0.165,CaSiN2,0.925,5.07,"(Ca, Si, N)"
4293,mp-568977,0.502,0.0924,SrMnO3,0.994,6.44,"(Sr, Mn, O)"
4294,mp-568986,0.5660000000000001,0.205,KAuCl4,1.98,19.0,"(K, Au, Cl)"
4296,mp-5690,0.0704,0.509,GdScO3,22.7,3.75,"(Gd, Sc, O)"
4297,mp-569050,0.0164,0.0358,NaW6NCl18,110.0,73.8,"(Na, W, N, Cl)"
4298,mp-569051,1.09,1.07,MgH2,1.64,12.3,"(Mg, H)"
4299,mp-569059,0.267,0.298,HfI4,6.38,8.66,"(Hf, I)"
4300,mp-569084,0.489,0.272,H3AuC2NCl,12.5,8.46,"(H, Au, C, N, Cl)"
4301,mp-569085,0.995,0.025,Li6Br3N,0.358,14.4,"(Li, Br, N)"
4302,mp-569094,0.176,0.135,P4Se3,37.2,24.2,"(P, Se)"
4303,mp-569129,1.27,0.347,TlCuPSe3,0.537,2.02,"(Tl, Cu, P, Se)"
4304,mp-569132,0.73,0.1009999999999999,K3InCl6,0.812,7.4,"(K, In, Cl)"
4305,mp-569152,1.07,0.265,SnCl2,2.07,4.39,"(Sn, Cl)"
4306,mp-569168,1.66,0.471,Ba6NaCu3Te14,0.428,1.6,"(Ba, Na, Cu, Te)"
4307,mp-569170,1.66,1.33,CaTe,0.503,0.574,"(Ca, Te)"
4308,mp-569178,1.47,3.47,HoTlSe2,0.732,0.381,"(Ho, Tl, Se)"
4309,mp-569187,0.833,0.44,BH6N,4.7,2.99,"(B, H, N)"
4310,mp-569193,0.33,0.0974,Cs4P2Se9,4.67,11.6,"(Cs, P, Se)"
4311,mp-569221,0.606,0.155,Sm(C2N3)3,1.94,8.32,"(Sm, C, N)"
4312,mp-569224,0.638,0.487,SbI3,7.84,3.01,"(Sb, I)"
4313,mp-569225,0.5720000000000001,0.0293,Mo6PbI14,1.85,36.0,"(Mo, Pb, I)"
4314,mp-569287,1.43,0.446,TlPAuSe3,0.375,1.41,"(Tl, P, Au, Se)"
4315,mp-569303,0.422,0.176,ZnB2(CN)8,2.21,8.22,"(Zn, B, C, N)"
4316,mp-569308,0.8370000000000001,0.16,Bi2(PSe3)3,1.22,6.89,"(Bi, P, Se)"
4317,mp-569321,0.519,0.424,Mn2Ru(CN)6,2.29,2.61,"(Mn, Ru, C, N)"
4318,mp-569427,0.872,0.1369999999999999,K4Sn(TeSe)2,0.461,4.0,"(K, Sn, Te, Se)"
4319,mp-569461,0.3,0.148,HgN6,5.73,21.5,"(Hg, N)"
4320,mp-569491,0.8740000000000001,0.4379999999999999,NaLa(GaSe2)4,0.925,2.3,"(Na, La, Ga, Se)"
4321,mp-569501,1.3,2.92,LiCaBi,0.767,0.434,"(Li, Ca, Bi)"
4322,mp-569507,1.7,3.52,TbTlSe2,1.42,0.382,"(Tb, Tl, Se)"
4323,mp-569515,0.7809999999999999,0.186,Hg3C2(N2Cl)2,0.753,5.68,"(Hg, C, N, Cl)"
4324,mp-569517,2.07,1.76,C,0.608,0.597,(C)
4325,mp-569548,2.75,2.77,CsAuBr3,53.7,0.794,"(Cs, Au, Br)"
4326,mp-569561,0.192,0.0878,TeCl4,12.3,14.6,"(Te, Cl)"
